"","dateTime","station","freqCode","code","power","latitude","longitude","tagDateTime","sex","forkLength"
"106",2024-09-25 20:22:05,"Mobile","149.500 035","035",89,53.88065,-127.7344333,2024-07-18,NA,NA
"107",2024-09-25 20:22:10,"Mobile","149.500 035","035",81,53.8822983,-127.7345317,2024-07-18,NA,NA
"108",2024-09-25 20:22:15,"Mobile","149.500 035","035",110,53.8835033,-127.7338183,2024-07-18,NA,NA
"109",2024-10-01 17:52:50,"Mobile","149.500 092","092",74,54.0289367,-127.62328,2024-07-23,"M",60
"110",2024-10-01 17:52:54,"Mobile","149.500 006","006",75,54.0281283,-127.6255417,2024-07-15,NA,NA
"111",2024-10-01 17:52:59,"Mobile","149.500 001","001",79,54.02718,-127.6284233,2024-07-12,NA,NA
"112",2024-10-01 17:53:00,"Mobile","149.500 001","001",76,54.02718,-127.6284233,2024-07-12,NA,NA
"113",2024-10-01 17:53:01,"Mobile","149.500 007","007",74,54.0268567,-127.6295917,2024-07-16,NA,NA
"114",2024-10-01 17:57:55,"Mobile","149.500 002","002",91,54.0249783,-127.7652033,2024-07-12,NA,NA
"115",2024-10-01 17:58:10,"Mobile","149.500 008","008",94,54.0281467,-127.7663,2024-07-15,NA,NA
"116",2024-10-01 17:58:23,"Mobile","149.500 008","008",99,54.0305067,-127.7678183,2024-07-15,NA,NA
"117",2024-10-01 17:58:28,"Mobile","149.500 026","026",82,54.0315133,-127.7684217,2024-07-17,NA,NA
"118",2024-10-01 17:58:30,"Mobile","149.500 034","034",84,54.03192,-127.768625,2024-07-18,NA,NA
"119",2024-10-01 17:58:36,"Mobile","149.500 034","034",102,54.0328667,-127.7687217,2024-07-18,NA,NA
"120",2024-10-01 17:58:38,"Mobile","149.500 026","026",88,54.0334383,-127.76814,2024-07-17,NA,NA
"121",2024-10-01 17:58:41,"Mobile","149.500 034","034",100,54.0337967,-127.767625,2024-07-18,NA,NA
"122",2024-10-01 17:58:43,"Mobile","149.500 026","026",129,54.03433,-127.7670067,2024-07-17,NA,NA
"123",2024-10-01 17:58:46,"Mobile","149.500 034","034",93,54.0349367,-127.7668883,2024-07-18,NA,NA
"124",2024-10-01 17:58:48,"Mobile","149.500 026","026",138,54.0353133,-127.7671333,2024-07-17,NA,NA
"125",2024-10-01 17:58:53,"Mobile","149.500 022","022",82,54.0359017,-127.7687183,2024-07-17,NA,NA
"126",2024-10-01 17:58:53,"Mobile","149.500 026","026",126,54.0359017,-127.7687183,2024-07-17,NA,NA
"127",2024-10-01 17:58:59,"Mobile","149.500 026","026",92,54.0361967,-127.7706433,2024-07-17,NA,NA
"128",2024-10-01 17:59:01,"Mobile","149.500 034","034",102,54.0364733,-127.7717017,2024-07-18,NA,NA
"129",2024-10-01 17:59:04,"Mobile","149.500 025","025",97,54.0368017,-127.7726833,2024-07-17,NA,NA
"130",2024-10-01 17:59:06,"Mobile","149.500 034","034",125,54.0369667,-127.77336,2024-07-18,NA,NA
"131",2024-10-01 17:59:11,"Mobile","149.500 034","034",155,54.0369333,-127.77505,2024-07-18,NA,NA
"132",2024-10-01 17:59:14,"Mobile","149.500 026","026",80,54.03674,-127.7760467,2024-07-17,NA,NA
"133",2024-10-01 17:59:16,"Mobile","149.500 034","034",173,54.036645,-127.7767567,2024-07-18,NA,NA
"134",2024-10-01 17:59:17,"Mobile","149.500 025","025",140,54.0366117,-127.7771183,2024-07-17,NA,NA
"135",2024-10-01 17:59:21,"Mobile","149.500 034","034",141,54.0364983,-127.7785,2024-07-18,NA,NA
"136",2024-10-01 17:59:27,"Mobile","149.500 034","034",109,54.0362333,-127.7802217,2024-07-18,NA,NA
"137",2024-10-01 17:59:30,"Mobile","149.500 025","025",84,54.03594,-127.7815017,2024-07-17,NA,NA
"138",2024-10-01 17:59:32,"Mobile","149.500 034","034",88,54.0358683,-127.78181,2024-07-18,NA,NA
"139",2024-10-01 17:59:50,"Mobile","149.500 029","029",107,54.0346233,-127.7871083,2024-07-18,NA,NA
"140",2024-10-01 18:00:00,"Mobile","149.500 029","029",75,54.03389,-127.790475,2024-07-18,NA,NA
"141",2024-10-01 18:01:14,"Mobile","149.500 045","045",111,54.0281017,-127.8112467,2024-07-19,NA,NA
"142",2024-10-01 18:01:24,"Mobile","149.500 045","045",146,54.0280483,-127.81365,2024-07-19,NA,NA
"143",2024-10-01 18:01:29,"Mobile","149.500 045","045",110,54.027545,-127.8144133,2024-07-19,NA,NA
"144",2024-10-01 18:01:34,"Mobile","149.500 045","045",84,54.0269733,-127.8149683,2024-07-19,NA,NA
"145",2024-10-01 18:01:44,"Mobile","149.500 098","098",85,54.0261883,-127.81655,2024-07-24,"M",54
"146",2024-10-01 18:01:56,"Mobile","149.500 043","043",129,54.026035,-127.8196567,2024-07-19,NA,NA
"147",2024-10-01 18:02:01,"Mobile","149.500 043","043",70,54.0260867,-127.8208383,2024-07-19,NA,NA
"148",2024-10-01 18:06:30,"Mobile","149.500 034","034",116,54.0318167,-127.7791733,2024-07-18,NA,NA
"149",2024-10-01 18:06:35,"Mobile","149.500 034","034",86,54.032335,-127.7774217,2024-07-18,NA,NA
"150",2024-10-01 18:06:56,"Mobile","149.500 034","034",76,54.02897,-127.7756583,2024-07-18,NA,NA
"151",2024-10-01 18:07:01,"Mobile","149.500 034","034",85,54.02773,-127.7755467,2024-07-18,NA,NA
"152",2024-10-01 18:08:48,"Mobile","149.500 008","008",130,54.0293833,-127.7676733,2024-07-15,NA,NA
"153",2024-10-01 18:09:13,"Mobile","149.500 034","034",108,54.0339967,-127.7685133,2024-07-18,NA,NA
"154",2024-10-01 18:09:16,"Mobile","149.500 026","026",119,54.0346183,-127.7684533,2024-07-17,NA,NA
"155",2024-10-01 18:09:21,"Mobile","149.500 026","026",114,54.0355917,-127.76927,2024-07-17,NA,NA
"156",2024-10-01 18:09:22,"Mobile","149.500 010","010",84,54.0357533,-127.76955,2024-07-16,NA,NA
"157",2024-10-01 18:09:39,"Mobile","149.500 034","034",161,54.036595,-127.77516,2024-07-18,NA,NA
"158",2024-10-01 18:09:42,"Mobile","149.500 025","025",152,54.0365517,-127.7760883,2024-07-17,NA,NA
"159",2024-10-01 18:09:44,"Mobile","149.500 034","034",172,54.0365083,-127.7767217,2024-07-18,NA,NA
"160",2024-10-01 18:09:49,"Mobile","149.500 034","034",127,54.0363517,-127.7782567,2024-07-18,NA,NA
"161",2024-10-01 18:12:02,"Mobile","149.500 045","045",87,54.0267617,-127.8151717,2024-07-19,NA,NA
"162",2024-10-01 18:12:11,"Mobile","149.500 098","098",104,54.0259617,-127.8174483,2024-07-24,"M",54
"163",2024-10-01 19:15:18,"Mobile","149.500 015","015",89,53.8591083,-127.7665433,2024-07-22,NA,NA
"164",2024-10-01 19:17:24,"Mobile","149.500 035","035",123,53.8591083,-127.7665433,2024-07-18,NA,NA
"165",2024-10-01 19:27:46,"Mobile","149.500 033","033",106,53.9705633,-127.455475,2024-07-18,NA,NA
"166",2024-10-01 19:28:07,"Mobile","149.500 095","095",100,53.9663167,-127.4570283,2024-07-24,"F",57
"167",2024-10-01 19:28:12,"Mobile","149.500 095","095",96,53.9655033,-127.457095,2024-07-24,"F",57
"168",2024-10-01 19:28:13,"Mobile","149.500 055","055",102,53.9653667,-127.4570067,2024-07-22,NA,NA
"169",2024-10-01 19:28:20,"Mobile","149.320 111","111",89,53.96497,-127.4557167,2024-07-31,"M",56
"170",2024-10-01 19:28:25,"Mobile","149.320 111","111",86,53.9643167,-127.4548917,2024-07-31,"M",56
"171",2024-10-01 19:28:28,"Mobile","149.320 125","125",106,53.9637333,-127.4544033,2024-08-01,"F",58
"172",2024-10-01 19:29:23,"Mobile","149.320 119","119",111,53.9589583,-127.45819,2024-08-01,"F",52
"173",2024-10-01 19:29:29,"Mobile","149.500 071","071",86,53.9583167,-127.4599117,2024-07-25,"M",63
"174",2024-10-01 19:29:43,"Mobile","149.320 119","119",84,53.9560733,-127.45864,2024-08-01,"F",52
"175",2024-10-01 19:29:46,"Mobile","149.320 112","112",127,53.9556217,-127.4582383,2024-07-31,"M",62
"176",2024-10-01 19:29:54,"Mobile","149.500 050","050",90,53.9545017,-127.457405,2024-07-22,NA,NA
"177",2024-10-01 19:29:55,"Mobile","149.500 071","071",100,53.9542317,-127.4572133,2024-07-25,"M",63
"178",2024-10-01 19:29:57,"Mobile","149.500 089","089",97,53.95397,-127.4570417,2024-07-30,"M",64
"179",2024-10-01 19:30:02,"Mobile","149.500 089","089",130,53.9532383,-127.4568783,2024-07-30,"M",64
"180",2024-10-01 19:30:07,"Mobile","149.500 089","089",156,53.9524583,-127.4572733,2024-07-30,"M",64
"181",2024-10-01 19:30:19,"Mobile","149.320 148","148",82,53.950695,-127.45808,2024-08-08,"M",55
"182",2024-10-01 19:30:22,"Mobile","149.500 081","081",111,53.95046,-127.4579483,2024-07-25,"M",55
"183",2024-10-01 19:30:25,"Mobile","149.500 086","086",86,53.95013,-127.4574133,2024-07-25,"F",61
"184",2024-10-01 19:30:26,"Mobile","149.500 059","059",114,53.9500583,-127.4572333,2024-07-23,NA,NA
"185",2024-10-01 19:30:27,"Mobile","149.500 054","054",145,53.9499783,-127.4570417,2024-07-22,NA,NA
"186",2024-10-01 19:30:31,"Mobile","149.500 059","059",86,53.9496267,-127.456215,2024-07-23,NA,NA
"187",2024-10-01 19:30:31,"Mobile","149.500 072","072",108,53.9496267,-127.456215,2024-07-25,"F",54
"188",2024-10-01 19:30:32,"Mobile","149.500 054","054",89,53.9495433,-127.4560067,2024-07-22,NA,NA
"189",2024-10-01 19:30:33,"Mobile","149.500 030","030",139,53.94946,-127.4558083,2024-07-18,NA,NA
"190",2024-10-01 19:30:33,"Mobile","149.500 038","038",144,53.94946,-127.4558083,2024-07-18,NA,NA
"191",2024-10-01 19:30:35,"Mobile","149.500 057","057",84,53.94928,-127.45545,2024-07-23,NA,NA
"192",2024-10-01 19:30:35,"Mobile","149.500 086","086",101,53.94928,-127.45545,2024-07-25,"F",61
"193",2024-10-01 19:30:39,"Mobile","149.320 196","196",83,53.9488583,-127.4550017,2024-08-28,"F",51
"194",2024-10-01 19:30:44,"Mobile","149.320 107","107",91,53.9483817,-127.45467,2024-07-25,NA,NA
"195",2024-10-01 19:30:45,"Mobile","149.320 196","196",99,53.9483817,-127.45467,2024-08-28,"F",51
"196",2024-10-01 19:30:49,"Mobile","149.320 107","107",98,53.9478883,-127.4541917,2024-07-25,NA,NA
"197",2024-10-01 19:30:50,"Mobile","149.500 057","057",100,53.9477617,-127.4540767,2024-07-23,NA,NA
"198",2024-10-01 19:30:54,"Mobile","149.500 074","074",112,53.94737,-127.4537167,2024-07-25,"M",57
"199",2024-10-01 19:30:59,"Mobile","149.500 038","038",93,53.9465083,-127.453315,2024-07-18,NA,NA
"200",2024-10-01 19:31:00,"Mobile","149.500 051","051",88,53.9463467,-127.4533033,2024-07-22,NA,NA
"201",2024-10-01 19:31:07,"Mobile","149.320 108","108",85,53.9453133,-127.4535067,2024-07-25,NA,NA
"202",2024-10-01 19:31:12,"Mobile","149.320 108","108",99,53.9443667,-127.4534367,2024-07-25,NA,NA
"203",2024-10-01 19:31:17,"Mobile","149.320 108","108",90,53.9431467,-127.4532667,2024-07-25,NA,NA
"204",2024-10-01 19:31:55,"Mobile","149.500 014","014",96,53.93585,-127.454615,2024-07-19,NA,NA
"205",2024-10-01 19:32:21,"Mobile","149.500 014","014",100,53.932025,-127.4555433,2024-07-19,NA,NA
"206",2024-10-01 19:32:26,"Mobile","149.500 014","014",114,53.9328233,-127.4540883,2024-07-19,NA,NA
"207",2024-10-01 19:32:49,"Mobile","149.500 052","052",97,53.9395833,-127.4535383,2024-07-22,NA,NA
"208",2024-10-01 19:33:18,"Mobile","149.500 051","051",104,53.9463617,-127.4527367,2024-07-22,NA,NA
"209",2024-10-01 19:33:23,"Mobile","149.500 051","051",89,53.947005,-127.4530567,2024-07-22,NA,NA
"210",2024-10-01 19:33:32,"Mobile","149.320 107","107",64,53.948035,-127.4544867,2024-07-25,NA,NA
"211",2024-10-01 19:33:38,"Mobile","149.500 057","057",106,53.9487583,-127.4549267,2024-07-23,NA,NA
"212",2024-10-01 19:33:39,"Mobile","149.500 086","086",118,53.9488117,-127.4548817,2024-07-25,"F",61
"213",2024-10-01 19:33:44,"Mobile","149.500 057","057",115,53.9487467,-127.454655,2024-07-23,NA,NA
"214",2024-10-01 19:33:44,"Mobile","149.500 086","086",91,53.94867,-127.4546133,2024-07-25,"F",61
"215",2024-10-01 19:34:09,"Mobile","149.500 074","074",90,53.947305,-127.4538417,2024-07-25,"M",57
"216",2024-10-01 19:34:14,"Mobile","149.500 038","038",107,53.947205,-127.4537317,2024-07-18,NA,NA
"217",2024-10-01 19:35:06,"Mobile","149.500 038","038",96,53.9474083,-127.454045,2024-07-18,NA,NA
"218",2024-10-01 19:35:14,"Mobile","149.500 074","074",78,53.94765,-127.454345,2024-07-25,"M",57
"219",2024-10-01 19:35:31,"Mobile","149.500 057","057",158,53.94843,-127.4548133,2024-07-23,NA,NA
"220",2024-10-01 19:35:33,"Mobile","149.500 038","038",95,53.9485517,-127.4549117,2024-07-18,NA,NA
"221",2024-10-01 19:35:36,"Mobile","149.500 057","057",128,53.94876,-127.4551783,2024-07-23,NA,NA
"222",2024-10-01 19:35:41,"Mobile","149.500 057","057",90,53.949,-127.4555767,2024-07-23,NA,NA
"223",2024-10-01 19:35:41,"Mobile","149.500 086","086",88,53.949,-127.4555767,2024-07-25,"F",61
"224",2024-10-01 19:35:42,"Mobile","149.500 076","076",111,53.94904,-127.4556783,2024-07-23,NA,NA
"225",2024-10-01 19:35:45,"Mobile","149.320 107","107",126,53.9491867,-127.4559033,2024-07-25,NA,NA
"226",2024-10-01 19:35:46,"Mobile","149.320 196","196",154,53.9491867,-127.4559033,2024-08-28,"F",51
"227",2024-10-01 19:35:50,"Mobile","149.320 107","107",107,53.94943,-127.4562167,2024-07-25,NA,NA
"228",2024-10-01 19:35:51,"Mobile","149.320 115","115",104,53.9494683,-127.4562933,2024-08-01,"F",54
"229",2024-10-01 19:35:51,"Mobile","149.320 196","196",123,53.9494683,-127.4562933,2024-08-28,"F",51
"230",2024-10-01 19:35:56,"Mobile","149.320 196","196",87,53.94969,-127.4567767,2024-08-28,"F",51
"231",2024-10-01 19:35:59,"Mobile","149.500 030","030",143,53.949875,-127.4571017,2024-07-18,NA,NA
"232",2024-10-01 19:35:59,"Mobile","149.500 038","038",112,53.9498133,-127.4569917,2024-07-18,NA,NA
"233",2024-10-01 19:36:04,"Mobile","149.500 054","054",125,53.9501567,-127.4576983,2024-07-22,NA,NA
"234",2024-10-01 19:36:04,"Mobile","149.500 081","081",95,53.9501,-127.45759,2024-07-25,"M",55
"235",2024-10-01 19:36:09,"Mobile","149.500 081","081",100,53.9504467,-127.4579817,2024-07-25,"M",55
"236",2024-10-01 19:36:10,"Mobile","149.500 048","048",98,53.9505867,-127.45798,2024-07-22,NA,NA
"237",2024-10-01 19:36:10,"Mobile","149.500 072","072",89,53.9505233,-127.457995,2024-07-25,"F",54
"238",2024-10-01 19:36:23,"Mobile","149.320 148","148",91,53.951515,-127.4575267,2024-08-08,"M",55
"239",2024-10-01 19:36:28,"Mobile","149.500 061","061",119,53.9520567,-127.457175,2024-07-22,NA,NA
"240",2024-10-01 19:36:29,"Mobile","149.500 068","068",91,53.9520567,-127.457175,2024-07-23,NA,NA
"241",2024-10-01 19:36:29,"Mobile","149.500 077","077",83,53.9521717,-127.4570933,2024-07-24,"M",61
"242",2024-10-01 19:36:29,"Mobile","149.500 081","081",109,53.9521717,-127.4570933,2024-07-25,"M",55
"243",2024-10-01 19:36:30,"Mobile","149.500 089","089",160,53.9521717,-127.4570933,2024-07-30,"M",64
"244",2024-10-01 19:36:34,"Mobile","149.500 081","081",85,53.9528567,-127.45667,2024-07-25,"M",55
